assists,champLevel,championName,deaths,detectorWardsPlaced,gameEndedInEarlySurrender,gameEndedInSurrender,goldEarned,inhibitorsLost,kills,magicDamageDealt,magicDamageDealtToChampions,neutralMinionsKilled,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,profileIcon,sightWardsBoughtInGame,teamId,teamPosition,totalDamageDealt,totalDamageDealtToChampions,totalMinionsKilled,trueDamageDealt,trueDamageDealtToChampions,turretsLost,visionScore,wardsKilled,wardsPlaced,win,match_id,tier
3,18,Kayn,8,0,False,False,18864,0,19,0,0,0,119987,71114,23765,6497,0,100,,127576,78694,1,7588,7580,0,0,0,0,True,EUW1_7758446525,Challenger
11,18,Rengar,6,0,False,False,24235,0,13,6343,3583,0,339618,63540,9927,939,0,100,,469241,68385,1,123279,1261,0,0,0,0,True,EUW1_7758446525,Challenger
5,15,Darius,6,0,False,False,9750,0,5,0,0,0,122339,17371,7479,6388,0,200,,129554,21073,0,7214,3701,0,0,0,0,False,EUW1_7762262960,Challenger
4,15,Zed,6,0,False,False,10000,0,6,1746,282,0,69576,22398,3975,6871,0,200,,82785,26463,0,11462,3782,0,0,0,0,False,EUW1_7762262960,Challenger
4,13,Yone,7,0,False,False,7000,0,0,4859,1863,0,27377,10240,8169,6546,0,200,,37078,16760,0,4841,4656,0,0,0,0,False,EUW1_7762262960,Challenger
6,16,Sona,5,0,False,False,11000,0,6,33412,14690,0,8570,2828,13995,3543,0,200,,44021,19546,0,2038,2027,0,0,0,0,False,EUW1_7762262960,Challenger
10,18,Galio,6,0,False,False,13300,0,2,86553,28826,0,817,373,24720,1109,0,100,,87776,29605,0,405,405,0,0,0,0,True,EUW1_7762262960,Challenger
6,18,Zoe,2,0,False,False,16770,0,13,92069,37973,0,25087,8083,8131,7084,0,100,,128567,51285,2,11411,5227,0,0,0,0,True,EUW1_7762262960,Challenger
10,18,Ashe,4,0,False,False,16750,0,7,3419,3137,0,35287,34561,4702,7027,0,100,,39371,38362,0,663,663,0,7,0,0,True,EUW1_7762262960,Challenger
5,16,Rumble,8,0,False,False,12803,0,6,133516,35260,0,12061,1653,21738,7071,0,200,,145747,37083,0,169,169,0,0,0,0,False,EUW1_7762262960,Challenger
4,18,Nidalee,7,0,False,False,15250,0,14,118135,45493,0,3038,1677,21158,1298,0,100,,121508,47506,0,335,335,0,0,0,0,True,EUW1_7762262960,Challenger
13,18,Blitzcrank,5,0,False,False,15250,0,4,64325,27825,0,23627,5313,29694,1665,0,100,,90718,35902,0,2765,2762,0,0,0,0,True,EUW1_7762262960,Challenger
4,17,Aphelios,8,0,False,False,11506,0,5,9674,4643,0,183754,23525,7905,3859,0,100,,233777,31218,0,40349,3049,0,0,0,0,True,EUW1_7762262960,Challenger
3,17,Zaahen,6,0,False,False,10250,0,5,4970,859,0,93984,20444,14881,4655,0,100,,98974,21323,0,19,19,0,0,0,0,True,EUW1_7762262960,Challenger
1,17,Swain,6,0,False,False,14657,0,10,26782,10970,0,71420,19840,17019,932,0,100,,98276,30884,1,73,73,0,0,0,0,True,EUW1_7762262960,Challenger
0,13,Nasus,7,0,False,False,7125,0,4,6339,2128,0,51095,11889,4938,4902,0,200,,69415,17198,0,11980,3180,0,0,0,0,False,EUW1_7762262960,Challenger
6,14,Olaf,6,0,False,False,7500,0,1,66,66,0,74018,10756,9043,5387,0,200,,103719,14546,0,29634,3722,0,0,0,0,False,EUW1_7762262960,Challenger
1,14,Vayne,7,0,False,False,8700,0,6,0,0,0,39769,13360,6761,1628,0,200,,49849,17708,0,10079,4348,0,0,0,0,False,EUW1_7762262960,Challenger
3,15,Volibear,7,0,False,False,10000,0,7,23740,7335,0,70695,22887,18128,3796,0,200,,94530,30318,0,95,95,0,0,0,0,False,EUW1_7762223856,Challenger
6,15,Khazix,11,0,False,False,10000,0,3,2706,710,0,34668,16706,13661,6049,0,200,,48704,28745,0,11329,11329,0,0,0,0,False,EUW1_7762223856,Challenger
3,18,Pantheon,7,0,False,False,28000,0,25,5384,5374,0,131162,130547,31274,3544,0,100,,137379,136754,0,832,832,0,0,0,0,True,EUW1_7762223856,Challenger
5,16,Zyra,11,0,False,False,10000,0,3,13868,11917,0,887,806,13581,3614,0,200,,17585,15175,0,2829,2451,0,0,0,0,False,EUW1_7762223856,Challenger
6,18,Twitch,11,0,False,False,25260,0,16,18756,5845,0,209401,60689,19337,4862,0,100,,355725,98072,0,127568,31536,0,0,0,0,True,EUW1_7762223856,Challenger
16,18,Renata,6,0,False,False,25506,0,7,55540,20929,0,11678,3337,25841,935,0,100,,83991,41039,0,16771,16771,0,0,0,0,True,EUW1_7762223856,Challenger
25,18,Milio,11,0,False,False,30650,0,3,31041,22424,0,6147,3104,34098,6207,0,100,,49191,36207,0,12002,10679,0,0,0,0,True,EUW1_7762223856,Challenger
7,18,LeeSin,12,0,False,False,17650,0,10,12658,5384,0,126568,39986,35868,7091,0,100,,150592,53045,0,11365,7673,0,0,0,0,True,EUW1_7762223856,Challenger
10,18,Sejuani,7,0,False,False,16903,0,9,14041,8009,0,74815,36471,36036,6913,0,100,,90594,46207,0,1737,1726,0,0,0,0,True,EUW1_7762223856,Challenger
3,16,Ezreal,7,0,False,False,10500,0,5,26885,8710,0,114464,30266,16758,3159,0,200,,154451,41511,0,13100,2534,0,0,0,0,False,EUW1_7762223856,Challenger
6,16,Syndra,7,0,False,False,11250,0,5,88091,35943,0,7436,3776,20714,4409,0,200,,104455,43889,0,8927,4169,0,0,0,0,False,EUW1_7762223856,Challenger
5,16,Rakan,8,0,False,False,12759,0,6,17036,16228,0,1772,1753,20892,5884,0,200,,21504,20677,0,2695,2695,0,0,0,0,False,EUW1_7762223856,Challenger
17,18,Cassiopeia,8,0,False,False,27662,0,13,252743,93059,0,2510,191,49024,7050,0,100,,269066,107064,0,13813,13813,0,0,0,0,True,EUW1_7762223856,Challenger
10,18,TwistedFate,5,0,False,False,37695,0,17,62891,62853,0,18695,18586,33419,7027,0,100,,88058,87909,0,6471,6469,0,0,0,0,True,EUW1_7762223856,Challenger
1,15,TahmKench,8,0,False,False,9550,0,2,12745,8440,0,4347,3058,14128,582,0,200,,21846,16252,0,4753,4753,0,0,0,0,False,EUW1_7762223856,Challenger
1,15,Draven,10,0,False,False,10496,0,3,0,0,0,44243,19788,9203,6622,0,200,,61386,22820,0,17143,3032,0,0,0,0,False,EUW1_7762223856,Challenger
4,20,Aurora,2,3,False,False,16028,0,7,187894,23360,0,22173,1504,18160,1596,0,100,TOP,218842,26452,317,8774,1587,5,38,6,9,True,EUW1_7762165666,Challenger
8,18,Aatrox,8,1,False,False,14497,0,4,16686,1385,220,214522,13703,32216,3797,0,100,JUNGLE,356775,17154,35,125567,2066,5,59,12,7,True,EUW1_7762165666,Challenger
5,18,Ahri,5,1,False,False,16472,0,9,151146,14812,4,18754,1683,15364,7050,0,100,MIDDLE,250896,21698,312,80995,5202,5,30,7,8,True,EUW1_7762165666,Challenger
10,18,Ezreal,5,0,False,False,20754,0,13,37804,15190,20,266257,37906,21372,29,0,100,BOTTOM,313941,53823,272,9878,725,5,15,2,9,True,EUW1_7762165666,Challenger
21,15,Alistar,10,4,False,False,11651,0,2,19874,9536,0,6231,2300,34446,7050,0,100,UTILITY,28556,12287,24,2450,450,5,114,8,50,True,EUW1_7762165666,Challenger
6,20,Gnar,4,3,False,False,15109,2,2,42777,4714,0,233310,17248,20256,3378,0,200,TOP,289682,22112,350,13594,148,10,46,2,18,False,EUW1_7762165666,Challenger
9,18,Jayce,5,2,False,False,19669,2,9,48710,6754,265,302044,33713,17422,7027,0,200,JUNGLE,472708,46305,65,121954,5837,10,49,10,3,False,EUW1_7762165666,Challenger
10,17,TwistedFate,8,2,False,False,15074,2,4,205288,25098,0,25388,2145,9977,5995,0,200,MIDDLE,235338,28040,257,4661,796,10,31,1,15,False,EUW1_7762165666,Challenger
11,16,MissFortune,11,0,False,False,18057,2,12,3493,1140,4,210713,32522,14951,3494,0,200,BOTTOM,217803,34921,254,3596,1259,10,24,4,11,False,EUW1_7762165666,Challenger
21,15,Nautilus,7,13,False,False,10692,2,3,17446,11941,0,7661,4127,18576,6043,0,200,UTILITY,27396,16136,34,2289,67,10,122,11,60,False,EUW1_7762165666,Challenger
9,17,Kayle,9,0,False,False,14194,0,5,77353,16962,0,62524,10373,20549,7084,0,100,,198135,33142,0,58256,5806,0,0,0,0,True,EUW1_7761791724,Challenger
3,18,Vi,5,0,False,False,17134,0,17,62,62,0,159372,48742,16036,25,0,100,,244730,51086,0,85295,2281,0,0,0,0,True,EUW1_7761791724,Challenger
2,17,Corki,10,0,False,False,13053,0,5,23790,10610,0,151723,21886,15787,29,0,100,,215401,38714,0,39886,6217,0,0,0,0,True,EUW1_7761791724,Challenger
4,17,DrMundo,6,0,False,False,11275,0,7,33117,21682,0,94463,26441,40658,7050,0,100,,127582,48123,0,0,0,0,0,0,0,True,EUW1_7761791724,Challenger
16,18,Gangplank,4,0,False,False,15320,0,5,13146,8006,0,164512,39361,17429,6043,0,100,,198783,56733,0,21123,9366,0,0,0,0,True,EUW1_7761791724,Challenger
4,17,Akshan,8,0,False,False,12667,0,10,17064,4259,0,141740,32238,19988,7027,0,100,,284100,50890,0,125296,14392,0,0,0,0,True,EUW1_7761791724,Challenger
3,12,Zyra,7,0,False,False,6750,0,2,19467,13368,0,6643,490,7772,3788,0,200,,26111,13858,0,0,0,0,0,0,0,False,EUW1_7761791724,Challenger
2,12,Khazix,6,0,False,False,6875,0,3,7511,1222,0,38733,9852,7039,7087,0,200,,52249,11074,0,6004,0,0,0,0,0,False,EUW1_7761791724,Challenger
7,16,Tristana,5,0,False,False,10530,0,4,26252,3542,0,108685,15595,19389,3788,0,200,,203745,24973,0,68807,5835,0,0,0,0,False,EUW1_7761791724,Challenger
3,16,Jax,5,0,False,False,10500,0,9,29868,6970,0,109671,16969,13818,6253,0,200,,140310,24521,0,770,581,0,0,0,0,False,EUW1_7761791724,Challenger
3,16,Khazix,4,0,False,False,11550,0,10,9279,1555,0,85651,35780,20573,6434,0,200,,106389,46249,0,11459,8914,0,0,0,0,False,EUW1_7761791724,Challenger
9,16,Vex,6,0,False,False,11570,0,3,40968,40942,0,1206,1190,16158,6236,0,200,,44550,44507,0,2375,2375,0,0,0,0,False,EUW1_7761791724,Challenger
4,18,Karma,7,0,False,False,14410,0,10,54215,39362,0,7131,733,26246,3375,0,100,,63047,41796,0,1700,1700,0,0,0,0,True,EUW1_7761791724,Challenger
10,18,Malphite,5,0,False,False,14933,0,5,92195,54410,0,14755,5261,33487,4380,0,100,,108009,60729,0,1057,1057,0,0,0,0,True,EUW1_7761791724,Challenger
5,14,KSante,6,0,False,False,8645,0,2,0,0,0,31610,15443,11351,1626,0,200,,34798,17762,0,3187,2318,0,0,0,0,False,EUW1_7761791724,Challenger
2,14,LeeSin,9,0,False,False,7610,0,5,3631,3499,0,18940,16635,10708,3543,0,200,,27284,24848,0,4713,4713,0,0,0,0,False,EUW1_7761791724,Challenger
8,18,Garen,6,0,False,False,19500,0,8,2157,2157,0,158190,41327,14779,4533,0,100,,165352,48489,0,5004,5004,0,0,0,0,True,EUW1_7761410394,Challenger
7,18,Mel,6,0,False,False,14750,0,6,142807,26084,0,28448,2677,11334,3546,0,100,,206056,28762,0,34800,0,0,0,0,0,True,EUW1_7761410394,Challenger
6,18,Camille,6,0,False,False,18644,0,9,6419,2662,0,81550,22115,15997,7084,0,100,,127905,41135,1,39935,16357,0,0,0,0,True,EUW1_7761410394,Challenger
6,17,Hecarim,5,0,False,False,13300,0,5,6613,3630,0,136781,25747,21206,7050,0,200,,144989,30954,0,1594,1575,0,0,0,0,False,EUW1_7761410394,Challenger
8,18,Senna,8,0,False,False,14846,0,7,9236,2086,0,177396,39469,11404,6043,0,100,,187157,42080,0,524,524,0,0,0,0,True,EUW1_7761410394,Challenger
5,17,Skarner,6,0,False,False,11925,0,7,14356,7019,0,33069,12466,20177,7027,0,200,,47994,20054,0,568,568,0,0,0,0,False,EUW1_7761410394,Challenger
13,18,Vayne,4,0,False,False,20300,0,8,59865,15804,0,64695,13917,16247,5279,0,100,,267699,60780,1,143137,31057,0,0,0,0,True,EUW1_7761410394,Challenger
3,18,Belveth,6,0,False,False,16000,0,12,108169,16638,0,125148,17539,20988,6850,0,100,,1025231,61553,0,791908,27375,0,0,0,0,True,EUW1_7761410394,Challenger
9,14,Ivern,6,0,False,False,8300,0,5,37182,20994,0,13750,4059,9262,593,0,200,,51256,25376,1,322,322,0,0,0,0,False,EUW1_7761410394,Challenger
6,14,Rengar,8,0,False,False,8250,0,2,21657,16904,0,10431,7220,15493,7070,0,200,,32946,24983,0,858,858,0,0,0,0,False,EUW1_7761410394,Challenger
1,14,Veigar,7,0,False,False,7500,0,3,18857,16658,0,1039,1013,11951,25,0,200,,20382,18157,0,485,485,0,0,0,0,False,EUW1_7761410394,Challenger
6,18,Jayce,8,0,False,False,16250,0,10,10272,6335,0,80225,43317,13963,3463,0,100,,92649,51799,0,2151,2146,0,0,0,0,True,EUW1_7761410394,Challenger
5,18,Sylas,6,0,False,False,16750,0,13,92010,48262,0,2143,469,28276,1151,0,100,,97022,51599,0,2868,2867,0,0,0,0,True,EUW1_7761410394,Challenger
3,15,Udyr,6,0,False,False,9000,0,2,68342,14993,0,82911,6738,11645,1641,0,200,,151496,21976,0,243,243,0,0,0,0,False,EUW1_7761410394,Challenger
1,15,Maokai,7,0,False,False,9050,0,3,32005,11981,0,16265,3325,14035,545,0,200,,49517,16552,1,1245,1245,0,0,0,0,False,EUW1_7761410394,Challenger
3,13,Nautilus,6,0,False,False,7050,0,1,9037,5773,0,17362,5291,9933,979,0,200,,27207,11873,1,807,807,0,0,0,0,False,EUW1_7761410394,Challenger
8,15,Sivir,9,0,False,False,12570,0,3,0,0,0,177497,28010,16974,3795,0,200,,178661,29174,0,1163,1163,0,0,0,0,False,EUW1_7761076038,Challenger
3,15,Leblanc,6,0,False,False,12830,0,8,43471,34401,0,250,164,16407,6408,0,200,,51088,40626,1,7366,6060,0,0,0,0,False,EUW1_7761076038,Challenger
6,18,Kaisa,11,0,False,False,26265,0,13,23187,7403,0,215340,65709,31977,29,0,100,,239928,74141,0,1399,1028,0,0,0,0,True,EUW1_7761076038,Challenger
2,14,KSante,6,0,False,False,9455,0,3,10172,1545,0,61532,17256,21265,7050,0,200,,75078,21635,0,3373,2833,0,0,0,0,False,EUW1_7761076038,Challenger
2,14,Katarina,8,0,False,False,9470,0,3,42225,12259,0,57435,10162,13098,6937,0,200,,99957,22719,0,297,297,0,0,0,0,False,EUW1_7761076038,Challenger
3,18,Katarina,7,0,False,False,21545,0,23,59675,55141,0,44784,41735,83362,7027,0,100,,118187,110603,1,13727,13727,0,0,0,0,True,EUW1_7761076038,Challenger
0,14,Mel,6,0,False,False,9200,0,4,45547,26851,0,2746,865,10399,5959,0,200,,53521,27743,0,5226,26,0,0,0,0,False,EUW1_7761076038,Challenger
0,12,Ziggs,7,0,False,False,8700,0,3,43714,13443,0,3119,451,10750,7,0,200,,52245,15893,0,5411,1998,0,0,0,0,False,EUW1_7761076038,Challenger
1,18,Draven,5,0,False,False,33197,0,25,19618,17360,0,275883,159943,27153,588,0,100,,318606,184138,1,23104,6835,0,0,0,0,True,EUW1_7761076038,Challenger
11,18,Zaahen,6,0,False,False,22785,0,7,5563,3097,0,344301,94790,36102,7037,0,100,,349864,97888,0,0,0,0,0,0,0,True,EUW1_7761076038,Challenger
6,16,Yasuo,8,0,False,False,14155,0,4,7034,4023,0,152997,62024,23138,6735,0,100,,160334,66350,0,302,302,0,0,0,0,True,EUW1_7761076038,Challenger
2,16,Akshan,8,0,False,False,13905,0,8,5532,1537,0,107901,26884,16262,962,0,100,,150848,30180,0,37414,1758,0,0,0,0,True,EUW1_7761076038,Challenger
3,12,Yasuo,6,0,False,False,8700,0,0,658,384,0,26713,11595,8297,6486,0,200,,27372,11980,0,0,0,0,0,0,0,False,EUW1_7761076038,Challenger
3,14,Heimerdinger,6,0,False,False,9000,0,1,21959,13092,0,859,266,9216,5091,0,200,,24643,14509,0,1823,1151,0,0,0,0,False,EUW1_7761076038,Challenger
25,18,Milio,5,0,False,False,26000,0,1,79462,16275,0,3598,1313,16234,3614,0,100,,94635,25675,0,11574,8086,0,0,0,0,True,EUW1_7761076038,Challenger
21,18,Nunu,5,0,False,False,25520,0,3,94000,63100,0,18660,8099,188631,1133,0,100,,125902,82442,0,13241,11241,0,0,0,0,True,EUW1_7761076038,Challenger
3,15,Singed,5,0,False,False,11300,0,4,64564,39268,0,8767,1879,22516,6100,0,200,,77879,45664,0,4547,4515,0,0,0,0,False,EUW1_7760897744,Challenger
8,18,Briar,4,0,False,False,21750,0,14,126593,21411,0,244564,48021,20208,3592,0,100,,685054,75250,0,313894,5817,0,0,0,0,True,EUW1_7760897744,Challenger
13,18,Katarina,5,0,False,False,21750,0,8,81320,23870,0,142865,36518,44948,7,0,100,,225964,60921,0,1778,532,0,0,0,0,True,EUW1_7760897744,Challenger
2,14,Alistar,6,0,False,False,7950,0,4,11328,4964,0,11150,3278,19559,29,0,200,,24350,10114,0,1871,1871,0,0,0,0,False,EUW1_7760897744,Challenger
7,15,Xerath,5,0,False,False,10325,0,3,55459,34994,0,2198,625,14908,5336,0,200,,58836,36798,1,1178,1178,0,0,0,0,False,EUW1_7760897744,Challenger
1,12,Gwen,6,0,False,False,6250,0,1,26278,13542,0,15694,3997,9415,9,0,200,,49107,21165,0,7134,3625,0,0,0,0,False,EUW1_7760897744,Challenger
1,12,TwistedFate,10,0,False,False,6678,0,1,28116,4611,0,28535,2971,8504,503,0,200,,56651,7582,0,0,0,0,0,0,0,False,EUW1_7760897744,Challenger
9,18,Rakan,5,0,False,False,16500,0,6,14060,10030,0,30758,7894,32979,2076,0,100,,46486,19492,0,1667,1567,0,0,0,0,True,EUW1_7760897744,Challenger
5,18,MasterYi,7,0,False,False,18500,0,9,30189,3631,0,121713,33061,28377,4895,0,100,,248455,54708,0,96552,18016,0,0,0,0,True,EUW1_7760897744,Challenger
2,14,Neeko,7,0,False,False,6750,0,2,16314,16304,0,1903,1887,12541,1110,0,200,,22502,22477,0,4284,4284,0,0,0,0,False,EUW1_7760897744,Challenger
2,15,Tristana,8,0,False,False,12250,0,8,1489,1489,0,46963,17486,14168,507,0,200,,77481,19937,0,29028,961,0,0,0,0,False,EUW1_7760897744,Challenger
8,16,Sona,6,0,False,False,11000,0,6,26789,18101,0,13858,4086,19530,912,0,100,,40647,22187,0,0,0,0,0,0,0,True,EUW1_7760897744,Challenger
4,16,LeeSin,6,0,False,False,12500,0,8,5843,5590,0,98313,40391,19019,1387,0,100,,104157,45982,0,0,0,0,0,0,0,True,EUW1_7760897744,Challenger
4,15,Lulu,8,0,False,False,11000,0,3,43582,14704,0,7717,1584,13506,627,0,200,,51906,16895,0,606,606,0,0,0,0,False,EUW1_7760897744,Challenger
8,18,Zed,5,0,False,False,25000,0,12,7319,3790,0,182452,66107,22111,7084,0,100,,190617,70743,0,845,845,0,0,0,0,True,EUW1_7760897744,Challenger
10,18,Jinx,5,0,False,False,20500,0,9,3649,2121,0,89870,50572,18109,7027,0,100,,107259,60363,0,13738,7668,0,0,0,0,True,EUW1_7760897744,Challenger
3,17,Neeko,7,0,False,False,11589,0,6,72406,25717,0,8215,375,12422,7063,0,100,,93608,32298,0,12986,6205,0,0,0,0,True,EUW1_7760761610,Challenger
6,17,Velkoz,4,0,False,False,11258,0,5,71865,27882,0,2055,432,9655,6631,0,100,,104581,40279,0,30660,11963,0,0,0,0,True,EUW1_7760761610,Challenger
0,9,Volibear,3,0,False,False,4100,0,1,2615,392,0,11122,1932,2538,6499,0,200,,15942,4529,0,2204,2204,0,0,0,0,False,EUW1_7760761610,Challenger
1,9,Kindred,3,0,False,False,4225,0,2,144,144,0,5958,2938,1983,3008,0,200,,8019,5000,0,1916,1916,0,0,0,0,False,EUW1_7760761610,Challenger
3,18,Tristana,7,0,False,False,22820,0,17,29329,16617,0,221562,59369,21937,4658,0,100,,349349,81643,2,98455,5655,0,0,0,0,True,EUW1_7760761610,Challenger
9,18,Bard,2,0,False,False,19350,0,18,154031,93532,0,47600,16689,18544,6434,0,100,,218400,125742,0,16769,15520,0,0,0,0,True,EUW1_7760761610,Challenger
18,18,Yorick,1,0,False,False,19375,0,10,25100,15831,0,78211,38113,27627,6004,0,100,,103877,54509,1,564,564,0,0,0,0,True,EUW1_7760761610,Challenger
2,13,Sylas,6,0,False,False,6952,0,1,42555,10068,0,3942,0,9537,6101,0,200,,48944,12514,0,2446,2446,0,0,0,0,False,EUW1_7760761610,Challenger
0,13,Neeko,7,0,False,False,7452,0,2,40293,7889,0,5202,395,6930,3583,0,200,,45807,8598,0,312,312,0,0,0,0,False,EUW1_7760761610,Challenger
1,15,Urgot,7,0,False,False,9566,0,3,4206,4194,0,77706,39363,23079,1427,0,200,,94294,49363,0,12380,5805,0,0,0,0,False,EUW1_7760761610,Challenger
2,14,MissFortune,9,0,False,False,7206,0,1,918,682,0,73381,12785,6106,774,0,200,,74299,13467,0,0,0,0,0,0,0,False,EUW1_7760761610,Challenger
1,14,Olaf,6,0,False,False,7000,0,4,0,0,0,29015,15351,4882,785,0,200,,35370,18174,0,6355,2823,0,0,0,0,False,EUW1_7760761610,Challenger
1,18,Caitlyn,9,0,False,False,13556,0,9,1066,1066,0,67827,54073,17652,7027,0,100,,71243,55885,2,2349,745,0,0,0,0,True,EUW1_7760761610,Challenger
8,18,Zilean,6,0,False,False,10810,0,1,54460,12466,0,3641,434,11927,6850,0,100,,60099,14372,0,1997,1472,0,0,0,0,True,EUW1_7760761610,Challenger
3,15,Renata,7,0,False,False,9566,0,2,19279,11218,0,2297,412,12687,6489,0,200,,28910,18811,0,7333,7180,0,0,0,0,False,EUW1_7760761610,Challenger
15,18,XinZhao,4,0,False,False,22028,0,3,14249,6768,0,53518,18442,73925,6503,0,100,,76115,33546,0,8346,8335,0,0,0,0,True,EUW1_7760761610,Challenger
5,18,Renekton,11,1,False,False,14259,1,5,13925,5242,0,159088,14445,30360,1413,0,100,TOP,191059,20105,245,18045,417,8,45,3,16,False,EUW1_7760654856,Challenger
7,16,Shaco,10,0,False,False,15588,1,6,71612,5382,199,93173,11906,16132,5488,0,100,JUNGLE,276453,20615,29,111670,3326,8,49,13,1,False,EUW1_7760654856,Challenger
5,18,Taliyah,7,3,False,False,16498,1,15,181657,43844,8,5327,601,7666,4561,0,100,MIDDLE,190267,45654,211,3282,1209,8,23,0,14,False,EUW1_7760654856,Challenger
10,16,Lucian,11,0,False,False,18720,1,9,20029,7742,4,217981,38839,19756,7050,0,100,BOTTOM,254744,46772,277,16733,190,8,25,5,10,False,EUW1_7760654856,Challenger
20,16,Yuumi,8,3,False,False,11084,1,5,18711,14582,0,1589,807,11346,4832,0,100,UTILITY,22324,16285,10,2023,895,8,87,1,35,False,EUW1_7760654856,Challenger
5,19,Gangplank,7,0,False,False,16030,0,11,16513,5493,4,238422,25978,16894,3543,0,200,TOP,270077,37435,234,15142,5964,5,20,1,8,True,EUW1_7760654856,Challenger
20,18,XinZhao,5,6,False,False,16370,0,5,16266,1560,209,211682,33144,35781,7027,0,200,JUNGLE,351196,35269,57,123246,564,5,63,10,8,True,EUW1_7760654856,Challenger
15,18,Brand,8,0,False,False,16673,0,14,154820,35993,3,14437,1085,12733,939,0,200,MIDDLE,178932,40947,218,9673,3868,5,28,0,8,True,EUW1_7760654856,Challenger
14,17,Hwei,11,0,False,False,16028,0,11,150490,28194,1,10259,1518,15845,7035,0,200,BOTTOM,167348,29979,209,6599,265,5,23,3,10,True,EUW1_7760654856,Challenger
31,15,Rell,9,9,False,False,12712,0,6,12234,7392,0,6391,4306,13374,4549,0,200,UTILITY,23234,14381,25,4609,2682,5,141,9,70,True,EUW1_7760654856,Challenger
2,15,Katarina,9,0,False,False,9503,0,4,35709,25236,0,14604,3326,15084,5371,0,200,,50314,28562,0,0,0,0,0,0,0,False,EUW1_7759652675,Challenger
5,15,Kayn,10,0,False,False,9800,0,2,0,0,0,77125,33498,15334,3523,0,200,,77125,33498,0,0,0,0,0,0,0,False,EUW1_7759652675,Challenger
5,18,Sylas,8,0,False,False,19335,0,6,40225,32549,0,7001,3353,27241,4100,0,100,,48832,37496,0,1604,1593,0,0,0,0,True,EUW1_7759652675,Challenger
6,17,Qiyana,6,0,False,False,12628,0,7,13397,2513,0,139715,22542,8350,4927,0,100,,181184,32728,0,28071,7671,0,0,0,0,True,EUW1_7759652675,Challenger
4,15,Yuumi,6,0,False,False,9250,0,2,15904,13521,0,6318,837,7366,23,0,200,,22223,14358,0,0,0,0,0,0,0,False,EUW1_7759652675,Challenger
2,15,Jax,8,0,False,False,10750,0,4,38231,14148,0,63787,16817,25674,618,0,200,,105962,34640,0,3943,3673,0,0,0,0,False,EUW1_7759652675,Challenger
5,16,Sylas,7,0,False,False,10756,0,9,137847,50317,0,4077,1001,28386,743,0,200,,141925,51318,0,0,0,0,0,0,0,False,EUW1_7759652675,Challenger
5,18,Chogath,6,0,False,False,16500,0,13,95657,39110,0,16277,4680,49142,27,0,100,,123071,53126,0,11136,9336,0,0,0,0,True,EUW1_7759652675,Challenger
9,16,TahmKench,6,0,False,False,13000,0,5,29207,15586,0,8396,3896,18976,6251,0,200,,46244,22482,0,8639,2999,0,0,0,0,False,EUW1_7759652675,Challenger
12,18,Aphelios,8,0,False,False,19250,0,6,46548,22500,0,86466,35024,18432,6271,0,100,,133014,57524,0,0,0,0,0,0,0,True,EUW1_7759652675,Challenger
2,15,Diana,8,0,False,False,9800,0,6,33421,21320,0,12504,5319,17644,512,0,200,,46716,27430,0,790,790,0,0,0,0,False,EUW1_7759652675,Challenger
5,17,Talon,6,0,False,False,13375,0,10,5502,517,0,126323,53161,11705,911,0,100,,154372,54324,0,22545,645,0,0,0,0,True,EUW1_7759652675,Challenger
19,18,Nami,5,0,False,False,17000,0,7,60950,39226,0,10478,1698,18053,7084,0,100,,74756,42952,0,3327,2028,0,0,0,0,True,EUW1_7759652675,Challenger
6,18,Lucian,4,0,False,False,18756,0,19,36765,32665,0,114079,75093,27320,7027,0,100,,167526,109934,0,16680,2176,0,0,0,0,True,EUW1_7759652675,Challenger
6,18,Pantheon,7,0,False,False,13000,0,7,349,349,0,191944,40106,22837,4025,0,100,,193716,41225,0,1422,769,0,0,0,0,True,EUW1_7759652675,Challenger
4,15,KSante,6,0,False,False,9503,0,3,1325,614,0,35834,21031,9838,544,0,200,,38400,22648,0,1239,1002,0,0,0,0,False,EUW1_7759652675,Challenger
